index,HubName,HubDist
"227","49",1038.77763976422
"228","49",1041.21069080667
"229","49",1044.16904932617
"230","49",1047.64824928407
"231","49",1051.64310258169
"232","52",1061.95347558986
"233","52",1064.32749339573
"234","52",1067.21682070357
"235","52",1070.61726995854
"236","54",1076.0592283548
"237","54",1079.29061011205
"238","54",1083.02575574162
"239","54",1087.25945344078
"240","54",1091.98588186113
"241","54",1097.1986481487
"242","385",648.73671727744
"243","385",629.378577550678
"244","385",610.258445390397
"245","385",591.399531716482
"246","385",572.827761230689
"247","385",554.572105042315
"248","385",536.664944138334
"249","385",519.142460594474
"250","385",502.04504990756
"251","385",485.417742792292
"252","385",469.310617823008
"253","385",453.779177032375
"254","385",438.884644769172
"255","385",424.694135884787
"256","558",389.323328178496
"257","558",372.283500112257
"258","558",355.87769425492
"259","558",340.197761004076
"260","558",325.348773043078
"261","558",311.449705330319
"262","558",298.633316266043
"263","558",287.044752490396
"264","558",276.838327033723
"265","558",268.171964348027
"266","558",261.199061095254
"267","558",256.058048173421
"268","558",252.860718545101
"269","558",251.681180755137
"270","558",252.547716523566
"271","558",255.439498355372
"272","558",260.289016228324
"273","177",267.696874126924
"274","177",273.08731538463
"275","177",280.22308291932
"276","177",288.974868130641
"277","177",299.200843479178
"278","177",310.755448683552
"279","177",323.496278148609
"280","177",337.288856242162
"281","177",352.009492126399
"282","177",367.546605681809
"283","388",404.207217781296
"284","388",416.739575941848
"285","561",450.795774451972
"286","561",455.466597012503
"287","561",461.23313821085
"288","561",468.054866755174
"289","561",475.886366412099
"290","561",484.678644962352
"291","561",494.380392055706
"292","561",504.939130099439
"293","561",516.302221057112
"294","561",528.41770986633
"295","561",541.235000260548
"296","561",554.705370205838
"297","561",568.782341823027
"298","561",583.421924965518
"299","561",598.582755238969
"300","561",614.226146925704
"301","561",630.316079700567
"302","561",646.819135757247
"303","88",715.93380038691
"304","88",725.888087662714
"305","88",736.437870088621
"306","88",747.557876306019
"307","88",759.222987737413
"308","88",771.408409183901
"309","88",784.089813276767
"310","88",797.243459851508
"311","88",810.846291852551
"312","76",837.074960201951
"313","76",849.877315601548
"314","76",863.115390936841
"315","76",876.769375219011
"316","76",890.820067056415
"317","77",905.248914926232
"318","44",970.028264433297
"319","44",967.213799399074
"320","44",964.96510851939
"321","44",963.286166275708
"322","44",962.179964335737
"323","44",961.648485218279
"324","44",961.692684672489
"325","44",962.3124831349
"326","44",963.506766441808
"327","44",965.273395782145
"328","44",967.609226684165
"329","44",970.510136645062
"330","44",973.971060842873
"331","44",977.986035220422
"332","44",982.548246106472
"333","44",987.650085443003
"334","44",993.283210621493
"335","44",999.438607895794
"336","48",1015.46064160282
"337","48",1013.55676134199
"338","48",1012.19894901951
"339","48",1011.38941126256
"340","48",1011.12946931151
"341","49",1008.99358063577
"342","49",1007.65080672291
"343","49",1006.85859326595
"344","49",1006.61824440733
"345","49",1006.93015661998
"346","49",1007.79381545499
"347","49",1009.20779976073
"348","49",1011.16979329307
"349","49",1013.67660349614
"350","49",1016.72418710098
"351","49",1020.30768206873
"352","49",1024.42144529994
"353","52",1034.33891449743
"354","52",1036.78345907917
"355","52",1039.7582030054
"356","54",1045.76794270035
"357","54",1048.57094342004
"358","54",1051.89668290295
"359","54",1055.74020339941
"360","54",1060.09585268962
"361","54",1064.95732392747
"362","54",1070.31769893188
"363","385",635.47987379978
"364","385",615.64208300251
"365","385",596.019174815207
"366","385",576.63321580817
"367","385",557.509051680251
"368","385",538.674691682461
"369","385",520.161740812999
"370","385",502.005880817596
"371","385",484.247397993292
"372","385",466.93175093492
"373","385",450.110163973449
"374","385",433.840221295747
"375","385",418.186421732419
"376","385",403.220634268471
"377","385",389.0223694056
"378","385",375.67875285896
"379","558",337.126582146117
"380","558",320.477017237261
"381","558",304.61727102505
"382","558",289.677208249139
"383","558",275.806425635065
"384","558",263.174143658053
"385","558",251.966792594046
"386","558",242.382188038057
"387","558",234.619354408367
"388","558",228.863796190974
"389","558",225.269459150889
"390","558",223.94045608446
"391","558",224.91695562613
"392","558",228.169352931571
"393","177",236.624044974593
"394","177",240.579885185854
"395","177",246.58248983381
"396","177",254.487032223628
"397","177",264.122759204616
"398","177",275.307899913809
"399","177",287.861832947482
"400","177",301.613614629661
"401","177",316.407018632303
"402","177",332.10279091198
"403","388",368.773070843136
"404","388",381.14168865672
"405","561",419.773907404513
"406","561",423.556113866544
"407","561",428.539291480313
"408","561",434.682108876782
"409","561",441.936176014328
"410","561",450.247742212675
"411","561",459.559384402342
"412","561",469.811587170838
"413","561",480.944144759516
"414","561",492.897344530567
"415","561",505.612917404032
"416","561",519.034761023635
"417","561",533.109455266105
"418","561",547.786597654084
"419","561",563.018989402492
"420","561",578.762702559688
"421","561",594.977056250204
"422","561",611.624526405061
"423","88",681.296106860325
"424","88",691.000964926851
"425","88",701.340551757043
"426","88",712.28716799204
"427","88",723.8132108027
"428","88",735.891389242226
"429","88",748.494906577558
"430","88",761.59761073949
"431","88",775.174114843506
"432","76",801.532381371273
"433","76",814.268876324897
"434","76",827.463978225575
"435","76",841.096029540096
"436","76",855.144057589329
"437","77",869.587823801984
"438","44",946.044463361287
"439","44",942.560781142456
"440","44",939.655379774609
"441","44",937.333652401082
"442","44",935.599956819829
"443","44",934.457575325098
"444","44",933.9086840194
"445","44",933.954332258436
"446","44",934.594432679255
"447","44",935.827762031938
"448","44",937.651972796377
"449","44",940.063615327778
"450","44",943.058170046615
"451","44",946.630088979891
"452","44",950.772845778072
"453","44",955.478993182255
"454","44",960.740226803051
"455","44",966.547453998524
"456","44",972.890866603535
"457","48",987.85402112913
"458","48",985.890998615569
"459","48",984.490871965748
"460","48",983.656052317498
"461","48",983.387983828261
"462","49",981.326541429964
"463","49",979.941742983396
"464","49",979.124683460138
"465","49",978.876788882413
"466","49",979.198492843066
"467","49",980.089232733778
"468","49",981.547454637921
"469","49",983.570626789063
"470","49",986.155261324373
"471","49",989.296943900134
"472","49",992.990370589975
"473","49",997.229391359832
"474","52",1006.73249272576
"475","52",1009.2513627087
"476","52",1012.31608485868
"477","54",1018.21025227221
"478","54",1021.09744339453
"479","54",1024.5224974433
"480","54",1028.4800228117
"481","54",1032.96387863097
"482","54",1037.96722035198
"483","54",1043.48254913919
"484","385",623.173962283625
"485","385",602.867363609452
"486","385",582.751027871939
"487","385",562.845487093096
"488","385",543.17404675733
"489","385",523.763213243238
"490","385",504.643186933596
"491","385",485.848427614708
"492","385",467.418296982075
"493","385",449.397779407428
"494","385",431.838275584955
"495","385",414.798452886837
"496","385",398.345119461307
"497","385",382.554064279618
"498","385",367.510770602804
"499","385",353.310864875851
"500","385",340.060108805571
"501","558",302.018988231085
"502","558",285.080020245031
"503","558",269.005661043916
"504","558",253.960250029266
"505","558",240.137369657389
"506","558",227.759811767794
"507","558",217.075037136931
"508","558",208.34372065146
"509","558",201.81961704829
"510","558",197.721380439427
"511","558",196.20111015271
"512","558",197.318411776756
"513","558",201.029305115192
"514","177",209.145233325987
"515","177",213.624368918937
"516","177",220.383197042377
"517","177",229.220107777081
"518","177",239.905520630865
"519","177",252.204530254252
"520","177",265.893246449479
"521","177",280.768400130637
"522","177",296.651482306935
"523","388",333.367337907675
"524","388",345.527869439485
"525","388",358.739098183155
"526","561",392.330527559945
"527","561",396.387093613754
"528","561",401.723743423863
"529","561",408.290253715895
"530","561",416.028354337808
"531","561",424.873991334656
"532","561",434.759516349827
"533","561",445.615670639567
"534","561",457.373280121812
"535","561",469.964623420389
"536","561",483.324471821816
"537","561",497.390826004064
"538","561",512.105389625419
"539","561",527.413826267961
"540","561",543.265846288533
"541","561",559.615166216487
"542","561",576.419377380977
"543","561",593.639753831395
"544","88",656.189309558236
"545","88",666.29033534227
"546","88",677.039716242212
"547","88",688.407020540911
"548","88",700.362097172903
"549","88",712.875308380234
"550","88",725.917721472275
"551","88",739.46126202486
"552","76",765.972392396784
"553","76",778.632807971956
"554","76",791.777104319748
"555","76",805.381517073728
"556","76",819.423053792203
"557","76",833.879554791252
"558","77",848.729735601179
"559","44",918.709250271226
"560","44",915.110854138427
"561","44",912.109130225722
"562","44",909.710001118346
"563","44",907.918256695331
"564","44",906.737507215954
"565","44",906.170147410808
"566","44",906.217332401727
"567","44",906.878966011883
"568","44",908.153701740962
"569","44",910.03895638241
"570","44",912.530935962843
"571","44",915.624673400127
"572","44",919.314077018267
"573","44",923.59198883373
"574","44",928.450251347282
"575","44",933.879781442687
"576","44",939.870649911441
"577","44",946.412165090597
"578","48",960.256266163643
"579","48",958.230737225138
"580","48",956.785875960904
"581","48",955.924323034167
"582","48",955.647660631133
"583","49",953.664951279072
"584","49",952.235712704351
"585","49",951.39237375071
"586","49",951.13649737745
"587","49",951.468558894412
"588","49",952.387941570616
"589","49",953.892942330695
"590","49",955.980787416746
"591","49",958.647657681175
"592","49",961.88872297683
"593","49",965.698184931465
"594","49",970.069327240646
"595","52",979.134796521978
"596","52",981.73210674682
"597","52",984.891743889681
"598","54",990.663885458294
"599","54",993.639853953444
"600","54",997.169579263515
"601","54",1001.24718644283
"602","54",1005.8659911719
"603","54",1011.01855205366
"604","54",1016.69672712069
"605","385",611.876201626385
"606","385",591.116613709585
"607","385",570.521592232835
"608","385",550.109754648243
"609","385",529.902403089375
"610","385",509.923980168383
"611","385",490.202607433742
"612","385",470.770719754114
"613","385",451.665809212902
"614","385",432.931290945686
"615","385",414.617499556163
"616","385",396.782816488632
"617","385",379.494913327427
"618","385",362.832069693217
"619","385",346.884482462802
"620","385",331.755420362878
"621","385",317.561991114328
"622","385",304.435179619534
"623","558",266.998947832358
"624","558",249.708243001468
"625","558",233.3699545136
"626","558",218.198246384774
"627","558",204.453091692566
"628","558",192.440505057292
"629","558",182.503009390531
"630","558",174.994546732525
"631","558",170.236875102202
"632","558",168.463246725393
"633","558",169.767225063994
"634","558",174.07965564298
"635","177",181.747005058816
"636","177",186.899682620321
"637","177",194.612371130639
"638","177",204.595714437007
"639","177",216.535818217841
"640","177",230.128238589953
"641","177",245.098154433853
"642","177",261.208754539117
"643","388",298.016806025847
"644","388",309.90872363968
"645","388",322.993202340423
"646","561",361.980567643029
"647","561",364.93313671218
"648","561",369.304039616233
"649","561",375.043664551835
"650","561",382.090301597323
"651","561",390.373137440342
"652","561",399.815301755226
"653","561",410.336716683423
"654","561",421.856577419274
"655","561",434.29537246945
"656","561",447.576421466946
"657","561",461.626958835675
"658","561",476.378822019046
"659","561",491.768816418407
"660","561",507.738830348658
"661","561",524.235766918721
"662","561",541.21134960483
"663","561",558.621847077332
"664","88",621.474056672624
"665","88",631.3032315091
"666","88",641.82742402165
"667","88",653.012972884289
"668","88",664.826435076907
"669","88",677.234886240633
"670","88",690.206168088431
"671","88",703.709085589165
"672","76",730.399684211054
"673","76",742.972281449173
"674","76",756.056805195905
"675","76",769.627073788844
"676","76",783.65777852955
"677","76",798.124559623705
"678","77",813.004058750057
"679","77",828.273951424488
"680","44",891.400029051994
"681","44",887.679999974099
"682","44",884.57607514496
"683","44",882.094775022376
"684","44",880.241378178191
"685","44",879.019866260547
"686","44",878.432881790773
"687","44",878.481699826414
"688","44",879.166214194435
"689","44",880.484938639913
"690","44",882.435022861289
"691","44",885.012283030437
"692","44",888.211246040814
"693","44",892.025206405566
"694","44",896.446294452603
"695","44",901.465554245426
"696","44",907.073029503309
"697","44",913.257855704866
"698","44",920.008356533892
"699","48",932.668056761697
"700","48",930.576360534373
"701","48",929.084129249076
"702","48",928.19426198662
"703","48",927.90849643145
"704","49",926.009190791518
"705","49",924.532880705865
"706","49",923.661700257063
"707","49",923.39736676008
"708","49",923.740402562025
"709","49",924.690129908107
"710","49",926.244677601264
"711","49",928.400999303283
"712","49",931.15490306196
"713","49",934.501091402426
"714","49",938.433211100737
"715","49",942.943911572176
"716","52",951.546480208308
"717","52",954.226697558361
"718","52",957.48660344534
"719","54",963.129710219577
"720","54",966.199428266738
"721","54",969.839624945701
"722","54",974.043885432545
"723","54",978.804919510606
"724","54",984.114621751416
"725","54",989.964136337996
"726","385",601.64322748424
"727","385",580.45185813053
"728","385",559.398823180179
"729","385",538.500484148857
"730","385",517.77570841454
"731","385",497.246333053755
"732","385",476.937724923831
"733","385",456.879457189892
"734","385",437.106125696208
"735","385",417.65833128355
"736","385",398.583855322787
"737","385",379.939053499348
"738","385",361.790484030824
"739","385",344.21676578504
"740","385",327.310621120323
"741","385",311.18098628431
"742","385",295.954954879567
"743","385",281.779144759767
"744","385",268.819845877013
"745","558",232.127495418651
"746","558",214.397229289729
"747","558",197.722005378834
"748","558",182.391544089482
"749","558",168.772805949248
"750","558",157.311077778009
"751","558",148.506714006356
"752","558",142.851963664901
"753","558",140.727053894044
"754","558",142.290225872624
"755","558",147.424200230472
"756","177",154.471617049599
"757","177",160.520554457226
"758","177",169.465025361771
"759","177",180.875928204861
"760","177",194.319179018219
"761","177",209.403651585554
"762","177",225.800579010076
"763","388",262.762481366233
"764","388",274.300201027663
"765","388",287.214442270082
"766","388",301.32819995517
"767","561",334.389007039455
"768","561",337.59264283904
"769","561",342.327071092876
"770","561",348.529887039193
"771","561",356.12433591781
"772","561",365.023524080292
"773","561",375.134556405206
"774","561",386.362245644806
"775","561",398.612180594987
"776","561",411.793073109544
"777","561",425.818405894462
"778","561",440.607466661772
"779","561",456.085883666041
"780","561",472.185782094559
"781","561",488.845670036763
"782","561",506.010144804712
"783","561",523.629490660854
"784","88",586.880972324856
"785","88",596.398910919026
"786","88",606.664874171103
"787","88",617.641507103891
"788","88",629.291561821159
"789","88",641.57829015533
"790","88",654.465767136111
"791","88",667.919148276337
"792","76",694.819837835011
"793","76",707.291035873125
"794","76",720.305448495704
"795","76",733.834103698195
"796","76",747.849019985544
"797","76",762.323302280701
"798","76",777.23120777033
"799","77",792.548185896688
"800","44",868.596550256582
"801","44",864.119149189728
"802","44",860.269927772206
"803","44",857.057370327217
"804","44",854.488674768705
"805","44",852.569674364852
"806","44",851.304772878927
"807","44",850.696894736845
"808","44",850.747451520563
"809","44",851.45632567633
"810","44",852.82187187436
"811","44",854.840935983467
"812","44",857.508891152576
"813","44",860.81969004402
"814","44",864.765931861351
"815","44",869.338942474846
"816","44",874.528865683759
"817","44",880.324763473617
"818","44",886.714723031937
"819","44",893.685968274161
"820","48",905.090155929584
"821","48",902.928299087348
"822","48",901.385821048298
"823","48",900.465912817607
"824","48",900.1704878571
"825","49",898.359687661682
"826","49",896.833432467693
"827","49",895.932703889933
"828","49",895.659393833883
"829","49",896.014077867229
"830","49",896.996009190987
"831","49",898.603126459611
"832","49",900.832075259742
"833","49",903.678242728347
"834","49",907.135804484538
"835","49",911.197782777984
"836","52",921.803702100208
"837","52",923.968276297633
"838","52",926.736260705219
"839","52",930.102253805568
"840","54",935.608696545632
"841","54",938.777565435699
"842","54",942.534526557292
"843","54",946.872560394774
"844","54",951.783699463415
"845","54",957.259097781227
"846","54",963.289105444606
"847","385",592.530046283697
"848","385",570.933788753838
"849","385",549.449757624452
"850","385",528.091788645034
"851","385",506.875955597708
"852","385",485.821017513208
"853","385",464.948969648746
"854","385",444.285724425825
"855","385",423.861954965452
"856","385",403.714141321793
"857","385",383.885867549721
"858","385",364.429425128237
"859","385",345.407782310195
"860","385",326.896974301328
"861","385",308.988945771878
"862","385",291.794817615619
"863","385",275.448426057349
"864","385",260.109754434363
"865","385",245.967502368235
"866","385",233.239495875403
"867","558",197.508289416928
"868","558",179.210249055997
"869","558",162.083820301994
"870","558",146.540488769537
"871","558",133.13599501125
"872","558",122.574152832977
"873","558",115.636589686938
"874","558",112.992907659824
"875","558",114.939791199756
"876","177",123.968749437807
"877","177",127.397234597936
"878","177",134.689453937757
"879","177",145.264654698481
"880","177",158.466872968606
"881","177",173.698054210845
"882","177",190.471996150395
"883","388",227.670479729761
"884","388",238.72757966045
"885","388",251.408371087406
"886","388",265.480215785701
"887","561",305.043871474507
"888","561",306.824975539338
"889","561",310.323771515503
"890","561",315.483095270624
"891","561",322.223163667909
"892","561",330.447225939998
"893","561",340.047581092425
"894","561",350.911233676086
"895","561",362.924694979748
"896","561",375.977695539972
"897","561",389.965789208121
"898","561",404.791969280578
"899","561",420.367485262375
"900","561",436.612062845002
"901","561",453.453711164229
"902","561",470.828268122475
"903","561",488.678798301714
"904","88",552.442119466153
"905","88",561.601818283543
"906","88",571.570143893836
"907","88",582.305515069229
"908","88",593.766269538812
"909","88",605.911184233219
"910","88",618.699904329376
"911","88",632.09328402144
"912","88",646.053645457594
"913","76",671.593530817646
"914","76",684.525821317533
"915","76",698.004222827902
"916","76",711.997648694536
"917","76",726.476262442978
"918","76",741.411561304511
"919","76",756.776426253293
"920","77",772.545144042298
"921","44",841.505026499109
"922","44",836.869264172969
"923","44",832.882570540518
"924","44",829.554324598132
"925","44",826.892494666801
"926","44",824.903546013654
"927","44",823.592364054337
"928","44",822.962195219444
"929","44",823.014607132438
"930","44",823.749469229479
"931","44",825.164954377309
"932","44",827.25756144264
"933","44",830.022158166082
"934","44",833.452043126479
"935","44",837.539025075478
"936","44",842.273517500696
"937","44",847.644645955779
"938","44",853.640365486555
"939","44",860.247585386392
"940","44",867.452298525895
"941","48",877.523422591306
"942","48",875.287038045746
"943","48",873.691164882467
"944","48",872.739325057134
"945","48",872.433631453459
"946","49",870.716924131983
"947","49",869.137577428937
"948","49",868.205431130014
"949","49",867.922575342388
"950","49",868.289646073034
"951","49",869.305818115702
"952","49",870.968814276957
"953","49",873.274930701539
"954","49",876.219077643913
"955","49",879.794834649468
"956","49",883.994518772305
"957","52",894.163263505978
"958","52",896.401007459602
"959","52",899.262059008159
"960","52",902.740477181758
"961","54",908.1019318001
"962","54",911.375832200257
"963","54",915.256400354636
"964","54",919.735937505534
"965","54",924.805717075126
"966","54",930.456065124818
"967","54",936.67644640376
"968","385",584.588865633786
"969","385",562.620434687454
"970","385",540.739006726571
"971","385",518.955727754963
"972","385",497.28363631689
"973","385",475.738067838221
"974","385",454.337161937783
"975","385",433.102502556716
"976","385",412.059930062382
"977","385",391.240576606112
"978","385",370.682191506116
"979","385",350.430842556393
"980","385",330.543101298355
"981","385",311.088842583806
"982","385",292.154803445121
"983","385",273.849035540891
"984","385",256.306312274046
"985","385",239.694346134333
"986","385",224.220216521806
"987","385",210.13554377428
"988","385",197.737553878521
"989","558",163.331712663737
"990","558",144.271767173196
"991","558",126.501858459074
"992","558",110.645425120518
"993","558",97.6393139503602
"994","558",88.7457797561056
"995","558",85.2616776309978
"996","558",87.8331378095415
"997","177",96.2968633575322
"998","177",100.68518373985
"999","177",109.792990730815
"1000","177",122.572663792996
"1001","177",138.007823364908
"1002","177",155.308661577279
"1003","388",192.854492626606
"1004","388",203.233603744564
"1005","388",215.584012234846
"1006","388",229.587739470463
"1007","388",244.961326578944
"1008","561",277.33255426386
"1009","561",279.296277208493
"1010","561",283.146874674728
"1011","561",288.808863171277
"1012","561",296.178344657858
"1013","561",305.131585517483
"1014","561",315.533747313291
"1015","561",327.246631016974
"1016","561",340.134790416855
"1017","561",354.069837060956
"1018","561",368.933086335648
"1019","561",384.616861893803
"1020","561",401.024818119368
"1021","561",418.071607750593
"1022","561",435.682156666478
"1023","561",453.790737585085
"1024","88",518.197872477286
"1025","88",526.942708524003
"1026","88",536.565929522247
"1027","88",547.02112724844
"1028","88",558.261502669666
"1029","88",570.240565199343
"1030","88",582.912710763583
"1031","88",596.233680640968
"1032","88",610.160908927211
"1033","76",635.885149877975
"1034","76",648.721247219072
"1035","76",662.139317589871
"1036","76",676.104640049492
"1037","76",690.583940022847
"1038","76",705.545496740665
"1039","76",720.959206711856
"1040","77",736.796610734243
"1041","76",753.030891422473
"1042","44",814.45780508223
"1043","44",809.653381746604
"1044","44",805.520122754086
"1045","44",802.068425835483
"1046","44",799.30713877321
"1047","44",797.243449804646
"1048","44",795.882796228036
"1049","44",795.228793860081
"1050","44",795.283189449449
"1051","44",796.045837494536
"1052","44",797.514702179339
"1053","44",799.685884367634
"1054","44",802.553672825228
"1055","44",806.110618115298
"1056","44",810.347626970942
"1057","44",815.254074423705
"1058","44",820.817930578628
"1059","44",827.025898687204
"1060","44",833.86356107993
"1061","48",852.942093831708
"1062","48",849.968827054668
"1063","48",847.653126073055
"1064","48",846.000402565803
"1065","48",845.014555101923
"1066","48",844.697923684458
"1067","49",843.081445914887
"1068","49",841.445552937512
"1069","49",840.479934960464
"1070","49",840.186907973865
"1071","49",840.567176891749
"1072","49",841.619827117852
"1073","49",843.342335484877
"1074","49",845.730600263249
"1075","49",848.778989412111
"1076","49",852.480405762704
"1077","49",856.826367404786
"1078","52",866.530089178047
"1079","52",868.84560074314
"1080","52",871.805513974679
"1081","54",877.858834440228
"1082","54",880.610638905705
"1083","54",883.995988609581
"1084","54",888.007620644223
"1085","54",892.63707095582
"1086","54",897.874759759374
"1087","54",903.710085040692
"1088","54",910.13152214534
"1089","385",577.867839657681
"1090","385",555.565707558793
"1091","385",533.32707008613
"1092","385",511.160356796437
"1093","385",489.075489519775
"1094","385",467.084219972954
"1095","385",445.200560239654
"1096","385",423.441336067604
"1097","385",401.826903869346
"1098","385",380.382087577784
"1099","385",359.137412821204
"1100","385",338.130745509663
"1101","385",317.409482598727
"1102","385",297.033497157844
"1103","385",277.079108623506
"1104","385",257.644426043949
"1105","385",238.856471930433
"1106","385",220.880465484497
"1107","385",203.931354395456
"1108","385",188.286773596949
"1109","385",174.298457211345
"1110","385",162.395064249145
"1111","558",129.984683329534
"1112","558",109.863026529472
"1113","558",91.0946459288206
"1114","558",74.7066977245449
"1115","558",62.5976812003305
"1116","558",57.535916503915
"1117","558",61.292988067754
"1118","177",68.6776271061564
"1119","177",74.7237675617375
"1120","177",86.6395537981311
"1121","177",102.395885101763
"1122","177",120.49538708303
"1123","177",140.032320477573
"1124","388",167.896820007956
"1125","388",179.757326828563
"1126","388",193.651120900519
"1127","388",209.173352457472
"1128","561",249.586848489954
"1129","561",249.627795968908
"1130","561",251.814117327846
"1131","561",256.090858937698
"1132","561",262.355786804427
"1133","561",270.470743755468
"1134","561",280.275036074564
"1135","561",291.5982599088
"1136","561",304.270822461012
"1137","561",318.131445134545
"1138","561",333.031745810381
"1139","561",348.838442119423
"1140","561",365.433849464959
"1141","561",382.715290167412
